ProductId,Text,Score
B004PEGIJY,I wasn't disappointed!  Crisp and clear grape soda!!  Loved this drink and will definitely order it when I run out.,5
B004PEGIJY,Good soda substitute for good health. Gets boring. Need to change it up in terms of flavor. Get different ones. Best when cold.,5
B004PEGIJY,"I grew up in an exclusively diet cola home.  I got to nearly hate diet soda... uhg..  Even now, I would rather drink water to ""real"" OR diet soda.  I loved to sneak sugary grape soda as a child, however.  Correct me if I'm wrong, but I don't think diet grape soda even existed when I was a youngster.<br /><br />This stuff takes me back to the forbidden treat of my past.  It even smells the same.  If you grew up, like me, loving grape soda, try this product.  You won't be disappointed!",5
B004PEGIJY,I can't even give this any stars.  Nastiest stuff on earth!  Tastes like chemicals and medicine with carbination!  Will never order it again!,1
B004PEGIJY,"The only thing that I would change about this drink is that I wish it had caffeine in it.<br /><br />However, even though it's caffeine free, it's one of the best grape sodas that I've ever tasted.  (I'm also very picky.)<br /><br />It's crisp, has great grape flaver, has the right amount of fizz.....it really is awesome!  It's also clear (not purple colored).",4
B004PEGIJY,"I've always been a fan of grape soda, but I never drank it that much compared to the colas.  Mostly because my favorite was ""Nehi Grape"" and it was super difficult to find.  Harder to find than TAB, even.  Fast forward maybe 15 years, Zevia comes out with Zevia Grape and it's awesome.<br /><br />It has a very similar flavor to Nehi Grape, but with stevia instead.  It's a little on the sweet side, but not hypersweet or bitter like some of their other flavors (mountain zevia and grapefruit citrus/ginger ale, respectively).  This is a by far my favorite zevia flavor in their lineup of sodas; and it's close to perfect.<br /><br />One final note: I want to say is that this is a fakegrape flavor, and although it is pleasant, it resembles nothing to grape juice whatsoever.",5
B004PEGIJY,"The best grape soda I've tasted in a long time has a very natural real taste I will buy this again, I highly recommend zevia grape.",5
B004PEGIJY,"I was hoping for a sugar-free version of the popular purple grape sodas, with that traditional big purple grape taste.  This soda does not have that.  It has a nice, not overly-sweet, flavor to it.  But it is not very grape-y.",4
B004PEGIJY,"Maybe it's because it's my first experience with Stevia... but I thought this soda tasted horrible! I had one can and can't bring myself to drink another one. We're donating it to the food pantry, but honestly I feel bad for the people that will have to drink it. I'm normally not harsh with reviews, but I have to say this product is BAD.",1
B001EQ5F9K,"This is one of my family's favorite cereals.  Even my son likes it, and that's saying a lot.  It's light and crunchy, full of cinnamon flavor with just a touch of sweetness.<br /><br />Low in fat and calories, sugar is not too bad in my book (that's always debatable depending on who you ask, but I don't think 8 grams per serving is horrible).  It even contains fiber and protein and 9 vitamins and minerals.<br /><br />We love this cereal for breakfast, or any time we need a quick on the go snack in a bag.<br /><br />per 3/4 cup serving:<br />Calories - 120<br />total fat - 1.5 grams<br />protein - 3 grams<br />fiber - 2 grams<br />sugars - 8 grams<br />total carbohydrate - 25 grams",5
B001EQ5F9K,I am intolerant to High Fructose Corn Syrup and Life is one of the few cereals that I can find that doesn't contain HFCS.,5
B001EQ5F9K,"Not much to say if you've already had this cereal...if you haven't, BUY IT! So good! Subtle cinnamon taste. Great packaging (honestly, the boxes were pristine, much better looking than even in the stores lol). Great price. Thanks Amazon!",5
B001EQ5F9K,my kids favorite life cereal by far.  we go through a ton of this stuff (and mom likes it too!),5
B001EQ5F9K,"So I have to admit that I am a cinnamon NUT.  I just plain love the spice in so many recipes I could never count. When Quaker first put this out I was a few trepidations about it.  Having loved the original flavor of Life cereal since as far back as I can remember I wasn't sure how they could add cinnamon to it and make it work - they did.  I'm one that loves to mix cereals and this one mixed with the Cinnamon Burst Cheerio's - love it so much I pretty much have this every day!<br />Get a box and try it!  If you enjoy cinnamon AND you enjoy original I think you'll enjoy this.  I do wish Amazon hadn't removed the 'Subscribe and Save' option - in all honesty, their full price for this is too much above what I can get it at the local discount store (I won't blame Amazon for not publishing this review!)",5
B001EQ5F9K,"This is my favorite cereal. When we have it in the house I eat it every day, sometimes twice a day, so it doesn't last long. I'm a big fan of ""sticky"" cereal, and what I mean by that is cereal that is not soggy but not out-of-the-box crunchy, either. This cereal turns to oatmeal mush fairly quickly (I hate oatmeal, oddly), so if you like it less-than-soggy, you have to be quick or go easy on the milk. It tastes fantastic, though. It's not too sugary nor does it taste like cardboard. It's just right, honestly, and it's a lot healthier than a lot of other cereals (although it is not the healthiest). A bowl of this while watching LOTR is a perfectly comforting combination for some reason. (:",5
B001EQ5F9K,"Love the cereal!  But a word to the wise regarding purchasing the 6-pack via the Subscribe and Save program...  the price on this item seems to fluctuate significantly.<br /><br />When I first ordered it in Jan. 2011 (and signed-on to periodically reorder at a 90 day interval via Subscribe and Save) the price was $9.62.  When my next shipment arrived, it cost $11.87 (approx. 25% higher than before).<br /><br />The current price on this item is $17.57, including the 15% Subscribe and Save discount (an 85% increase in the price of the item since I originally started the Subscribe and Save program for this item.<br /><br />While I suspect this phenomenon could happen with any Subscribe and Save item, I was surprised by the variability in price and wanted to offer a ""heads-up"" to my fellow Subscribe and Savers as well as prospective purchasers.",5
B001EQ5F9K,"I love this cereal so much, it is my favorite right now. It's the perfect amount of cinnamon, sugar and grain. While others have a problem with the sugar content, that's what I love so much about it, there's sugar crystals in this cereal that other cereals don't have. Yeah it does get soggy pretty fast, but that's not really a bad thing because it tastes great either way you go!",5
B001EQ5F9K,"In NYC supermarkets this stuff is $5 per box, so I'm getting it here at Amazon for half the price, and saving the hassle of carrying it a mile back home... win/win!<br /><br />I do wish there was a way to do a variety pack, tho. :)",4
B001EQ5F9K,"What more can I say?  The price was great and the cereal fantastic.  Admittedly, my family was a bit hesitant to commit so much to a single cereal, but they soon discovered that, unlike most other cereals, one does not grow weary of Cinnamon Life.<br /><br />Neither will you!",5
B001EQ5F9K,"This cereal is not so sugar-blasted as many kids' cereals are, but it has a nice level of sweetness, with a few sugar crystals on the outside of each piece of cereal, and the cinnamon flavor is also nice. It's a pretty good cereal, I enjoyed it as a kid and still enjoy it as an adult. It has a decent shelf life in milk, staying crunchy for a while and even after getting soaked, it still has a bit of firmness around it.",4
B001EQ5F9K,"I have begun purchasing all of my cereal in bulk from Amazon and have had great success so far. This 6-pack arrived padded and shrink wrapped, in great shape. I think the cereal itself is more delicate in nature to some other types of cereal and I suspect it may be ever so slightly more subject to settling that heartier cereals. The package I received all had an extremely good date.<br /><br />As far as the taste, Cinnamon Life is fantastic and mild - not too heavy on the cinnamon. It has slightly more sugar than regular Life and I think I can taste that extra bit. One of my top picks.",4
B001EQ5F9K,I love Cinnamon Life and this was a really great deal - especially when you sign up for the Subscribe and Save.  Love it!!,5
B001EQ5F9K,"Life cereal is quite tasty. Cinnamon Life is even better. It's sweet, but not so sickeningly sweet that only a child could like it. I'm an adult and I enjoy eating it regularly.<br /><br />What's better than Cinnamon Life? Cinnamon Life at Amazon prices. The ""regular price"" for a box of this cereal at local grocery stores is in the neighborhood of $3-4. Outrageous. I commonly see supermarkets offer it for $2.00 in their weekly ads. That's more reasonable.<br /><br />However, Amazon's regular price undercuts even the supermarket sale price if you choose the Subscribe and Save option. Plus, when you do Subscribe and Save you can choose your shipment rate based on your consumption rate, never have to worry about running out, and get free shipping! What's not to love?",5
B001EQ5F9K,This is great to have handy as a sweet cereal and it makes me feel like a kid again. but it has a lot of sugar so back to oatmeal the rest of the week.,3
B001EQ5F9K,"It tastes good and I like it. But too much sugar!! Excessive sugar makes it attractive, but I doubt it's good for health. Literally, I can find a layer of sugar at the bottom of the bowl....... For the sake of health, I'll give it up.",2
B001EQ5F9K,"It seemed like good deal at the time, but I found better deals at my local meijer's.",3
B001EQ5F9K,"Last month I paid $12 for 6 on Subscribe and save, and now it is $25!  What????<br /><br />Guess you don't want my business",1
B001EQ5F9K,"Although the cereal is a great tasting cereal I gave this one star because the price of $41.50 that they are selling it for here on Amazon is rediculous!!! That's almost $7 a box. I don't know about you but I know I've never paid $7 for a box of cereal. Wal-Mart sells the 21 oz. (6 pack) of Life Cinnamon cereal for $19.68. Just make sure you shop around because when you see a deal that you think may be to good to be true, it probably is NOT a good deal.",1
B001SER0L4,"Breastmilk has sugar in it, it is why a lot of breastfed babies will refuse formula supplementing. Similic is a godsend for me as I can never feed exclusive breastmilk, I must supplement at least 2 oz. formula after each breastfeeding, even with pumping. We only drink organic milk b/c my husband is allergic to the pesticide they put in the feed of the cows and breaks out in a horrible rash when he drinks nonorganic milk, so for our baby we would not use any formula besides organic. That being said my son would not drink Earth's Best as it is not sweet like my milk is sweet, when we found Similac organic it was such a blessing as he finally would drink it no problem. Similac has put a lot of effort into helping Moms who cannot breastfeed, they listened and developed a product that tastes most like Moms milk. My son is 3 now and has no cavities at all.<br />We will use nothing else for baby girl coming soon and I came here to make sure I had some ordered this time before hand, I love the convenience of having formula, diapers and wipes delivered right to the door each month!",5
B001SER0L4,"I thought I was doing the right thing by buying organic and thought Similac was a brand I could trust to be good for baby. That is, until I came across this NY Times article about the sugar they use... [...] Needless to say I'm switching to another brand.<br /><br />From the article:<br /><br />Parents may be buying [Similac Organic] because they believe that organic is healthier, but babies may have a reason of their own for preferring Similac Organic: it is significantly sweeter than other formulas. It is the only major brand of organic formula that is sweetened with cane sugar, or sucrose, which is much sweeter than sugars used in other formulas.<br /><br />No health problems in babies have been associated with Similac Organic. But to pediatricians, there are risks in giving babies cane sugar: Sucrose can harm tooth enamel faster than other sugars; once babies get used to its sweeter taste, they might resist less sweet formulas or solid foods; and some studies suggest that they might overeat, leading to rapid weight gain in the first year, which is often a statistical predictor of childhood obesity.",2
B001SER0L4,"This is the only formula we used once I stopped nursing my son when he was 8 months old. It is a bit expensive, but it's worth it if you're concerned about having organic formula. My son had no problem switching from breast milk to this formula.",5
B001SER0L4,"We have now gone through 4 formulas, and here are our conclusions.<br /><br />Similac (non-organic): They use cows which have been given growth hormones.  Seriously, even most non-organic milks in grocery stores do not use growth hormones.  Our baby spent his first four months off the growth-charts until it finally dawned on me to check into this.<br /><br />Similac Organic: Our baby liked this one, but then a NYT article revealed that this formula has a significant amount of cane sugar added - no wonder he liked it.  I disagree with other reviewers' comments that ""breast milk normally contains sugar"".  Breast milk contains the sugar LACTOSE, not cane sugar.  Lactose is a natural sugar and should be the basis of any baby formula.<br /><br />Earth's Best: We really struggled with the transition from Similac to Earth's Best.  We went through a 2 week transition of 3/4 Similac, 1/4 Earth's Best...with a slow increase in the Earth's Best.  Even to our adult taste senses, it had a fishy odor and taste (likely the DHA, which is supposedly taken from seaweed for this brand).  And it NEVER WENT INTO SOLUTION.  We would constantly have to interrupt his feeds to check and see whether the nipple was clogged - being a baby, he would suck and suck -- even when no milk was coming out.  Our baby developed eczema - I am not convinced the formula caused the problem.  Babies get eczema.  But after trying everything else (detergents, lotions, soaps, etc) and reading some reviews questioning whether Earth's Best caused eczema, we decided to try one more formula switch.<br /><br />Baby's Only Organic: ""Now here is something I can add to my coffee when we run out of milk,"" says my husband.  It has a wonderful smell of oatmeal.  No transition needed, our baby finished an entire 8oz in one sitting.  It goes into solution better than both the Similac and the Earth's Best.  No GI distress or constipation when we made the switch.  I agree with other reviewers that it is annoying that the canisters are small, but scoop for scoop, it is less expensive than Earth's Best.  Just waiting for Amazon to have a ""subscription"" discount.  I highly recommend Baby's Only!",1
B001SER0L4,"I wanted an organic formula for my 5 week old daughter since breasfeeding didn't work out for us. After she was on this formula for about a week, she became severely constipated and gassy. I searched the internet and found that many other people had this same problem with this formula. We switched her to the non-organic Similac Advance and the constipation cleared up almost immediately. I would love to use an organic formula that did not cause digestive issues.",1
B001SER0L4,I had been using Similac advanced formula and thought I was happy with it until I thought about switching to organic.  Knowing that my baby is getting a little less exposure to the hormones and chemicals in regular formula is worth it to me.,5
B001SER0L4,After much research and being forced to switch from breast milk to formula when my little guy was 3 months old I chose Similiac organic. It was the right decision! My very sensitive guy tolerates it very well and loves the taste. I add a little rice to it for his reflux and he never spits up. Plus it's organic!,5
B001SER0L4,"My baby had bad reflux and spit-up and we tried multiple formulas including those specifically made for spit up.  The Similac Organic is the first one that he has shown very little to no spit up after eating.  Great for him, bad for me because it is a bit pricier.  Not sure what is different about it that it affects his spit up differently but happy it works.  I did run out and used some packets we had on hand of another formula and the spit up immediately returned.  I knocked down one star because I really don't understand why the label ""organic"" has to mean much more money.  Health should be affordable and accessible.",4
B001SER0L4,"I wanted to solely breastfeed but was unable to keep up and had to supplement formula.  I chose Similac because they are a very reputable company and I had a ton of it from the hospital.  We have used both the powder and ready made and he likes both.  He got a little constipated at the beginning but has been on it now for 5 months and no problems.  I read some other reviews about sucrose...well, sucrose is just sugar and ALL formula has sugar in it.  Other companies just label it differently and since ths one is organic it has to contain a pure sugar.  As far as the hexane goes, I did my research, ALL formulas except one (Babys Only) use the hexane method.  Babys Only contains brown rice syrup that has been shown to have high levels of arsenic..uh, no thanks.  Also Similac has been tested and found to have no hexane present in the product.  Overall my baby is healthy and smart so I am very happy with this formula.",5
B001SER0L4,"Our baby girl is 8 months now. I breastfed for 4 months, then she was on Baby's Only for 2 months, till I found out the brown rice syrup they use as a sweetener contains arsenic, according to a study by Dartmouth University. Here is a link: [....]<br />So after I researched that issue, I decided trace amounts, if any, of hexane to extract omega 3/DHA is still a much better option than arsenic, which is a very destructive poison. Our baby has done great on Similac organic. I""m even taking it to Europe where we will be for 5 weeks this summer. She will be on this formula till she is at least 18 months, since I think it has a lot more nutritional value than cow's milk alone.<br />Hope you found this review helpful. Good luck in your search to find the best formula for your baby! :)",5
B001SER0L4,This formula caused my baby to be very constipated. He's also not slept well since being on it (tummy ache?). I'm switching to Earth's best.<br />Also it doesn't fully mix or dissolve in the water. It appears grainy. I've also read bad things about the fact that it contains cane sugar (which can supposedly contribute to diabetes in later life and tooth decay now).,1
B001SER0L4,"Baby liked the flavor of this just fine, and seemed to really gulp it down and eat a little more of it than the regular formula she usually drinks. (Maybe due to the added sugar in it? - Which I didn't know about when I purchased it.)<br /><br />This did cause minor constipation though, and that was alternating between this, and the regular formula. So I'm wondering if I had been feeding her only this, if the constipation would've been major? It's really disappointing, but the formula we are using now works great for us, so that's what matters most.",4
B001SER0L4,My baby likes it as soon as she stop brestfeeding or expressed brest milk and switch to formula; I like it a lot also since this does not smell as strong as the most poupular advanced type; the only thing I do not like it is their cane sugar part; but I have tried many other brands or types and my baby only wants this one. So even though my grocery store stop carrying them I still have to buy these milke online!!,4
B001SER0L4,"I have 3 kids and the first two we used Nestle Good Start.  Good Start had the problem of not dissolving well - and so you had to shake it a LOT.<br /><br />My 3rd baby we used this Similac organic having switched him from breastmilk.  He didn't have a problem taking it.  And it dissolves very well.<br /><br />The packaging is very space efficient and convenient with the ""click"" lid so that you know its securely closed.",5
B001SER0L4,"good product! my son like this very much , and I believe the orgnic formula is the best food for infant!",5
B001SER0L4,"I used Similac with my first two children (one full time formula, second as a supplement). I intended on using this organic formulation with my third, until I did more research. Similac chooses to use cheaper quality ingredients i.e cane sugar instead of lactose in this formula. It's the ""cheap"" way of making infant milk, although the product isn't cheap. Babies love it because it's loaded with extra, actual sugar instead of milk lactose similar to what is in breastmilk. Sadly, this formula is one of those scams by companies trying to get a piece of the green hype. Check out other brands instead. Earth's Best offers a better organic option for your child.",1
B001SER0L4,"I GOT IT FROM THORNTON ON DECEMBER 08, ITS BEEN ALMOST A MONTH  AND HALF, STILL DID NOT GET IT AND THEY DON'T E-MAIL ME BACK.THE REFUND CAN TAKE 4 WEEKS. THE FORMULA IS GOOD,IT HAVE THE SAME DHA/ARA THAN EARTH'S BEST THAT WE STOP BUYNG BECAUSE THEY USE CHEMICALS TO EXTRACT THE DHA/ARA STUF.NO MUCH CHOICES OUT THERE,I DON'T KNOW HOW SIMILAC EXTRACT IT,JUST HOPE IT IS WITH WATER.",3
B001SER0L4,"(1) the seller didn't inform the buyers in advance they would replace 23.2 oz tubs with smaller 12.9 oz cans BEFORE they purchased 23.2 oz tubs (pack of 6) (2) i didn't bother to return the smaller cans as i though they should be the same in terms of contents.  Yet some of the smaller 12.9 cans formula had ""fishy"" smell, I only found such ""defect"" when my baby refused to drink the milk.  I have to discard some of the formula at the end.  I am not sure if the smaller 12.9 oz cans were old stock (contrary to the newly marketed 23.2 oz-tub package) which generated the fishy smell.",2
B001SER0L4,"Since I received the similac,I have never open it,but I think the powder will be very well.Incase I want to say thank you similac company.",5
B003UEKFS0,"Disappointed that I could no longer find Twinings Blackcurrant tea on the supermarket shelves, I was glad to find that I could order it on line. It is the only Twinings black flavored tea that I like--not too fruity, but with just a touch of berry flavor that adds to, rather than detracts from, the basic black tea. It leaves no bitter taste and the aroma is inviting.  Wish the markets would start carrying it again.",5
B003UEKFS0,"I'm a big fan of Peet's Black Currant Black Tea, which only comes in tea leaves in a tin. I use it at home all the time and I love it, but at home I can make it in a teapot and I have a personal-sized one that makes two mugs.  So I wanted black currant flavored black tea in teabag form for use at the office, where I just make one mug at a time.  (The teapot shtick is too much trouble at work and takes up too much time.)  So I found this black currant tea and figured it would be good -- it's Twining's after all -- and I went for six boxes of 20 teabags each.  Now I realize -- I probably should have paid closer attention to the illustration of the box -- that it's artificially flavored.  These teabags smell artificial compared to Peet's, and the black currant aroma of these teabags is faint compared to what I experience when I open a tin of Peet's.  When I brew a mug of tea, it has adequate flavor, but the black currant flavor is overshadowed by the artificial boysenberry-like flavoring they've added and that detracts.  I don't want my black currant flavored black tea to smell and taste of artificial boysenberry  I expect better from Twining's.  I'll stick with Peet's and I'll simply drink it at home and have another kind of tea at work.",2
B003UEKFS0,"This and <a href=""http://www.amazon.com/gp/product/B003UEKF5S"">Twinings Pomegranate Delight, 1.41-Ounce (Pack of 6)</a> are my favorite easy-to-find, flavored black teas.  I originally got hooked on Twinings when I found a box of the Pomegranate Delight at Walmart a couple of years ago.  Since then it is really difficult to find that flavor so I usually get the blackcurrant one.  Both are really good!<br /><br />I solely use them to make iced tea and use 2 bags of one variety of flavored black tea in one container and 2 bags of one variety of flavored green tea in another container.  The best green teas for mixing & icing that I've found are the Lipton variety such as <a href=""http://www.amazon.com/gp/product/B000F2O70W"">Lipton Green Tea, Mixed Berry, Tea Bags, 20-Count Boxes (Pack of 6)</a> or <a href=""http://www.amazon.com/gp/product/B004IJT8VG"">Lipton Green, Superfruit, Black Currant and Vanilla, 20-Count  Tea Bags (Pack of 6)</a>. They are affordable and have less bite/tartness and floater powdery stuff that sinks to the bottom than other brands.<br /><br />Let the containers cool and put it in a 32 oz to-go cup in the refrigerator and my work day is set for success!  Some teas I feel like get gross or funky after a day or two sitting in the fridge.  This one is still delicious the next day or two if I don't drink it all the first day.  Subscribe and save makes them cheaper than constantly hunting down sales at the grocery store.  And I have a six month supply!  Win-win, thanks Amazon.",5
B003UEKFS0,I brew two of these bags with two Lipton bags and make a pitcher of iced tea.  FANTASTIC that way.,5
B003UEKFS0,"Very smooth, with a light current flavor; not at all bitter.  One of the best I've ever tasted -- this and a good Darjeeling are my favorites.",5
B003UEKFS0,Every 6 to 7 weeks I buy a case of this tea because I like it very much.<br />And I do recommend it to all tea lovers.,5
B003UEKFS0,i don't like black tea because they have a bitter taste. i love this tea. it has a really good flavor and smells nice too. there is no bitter taste.,5
B003UEKFS0,"A strongly flavored black tea. The blackcurrant flavor is strong enough to overpower the tea - do not over-steep this. 3 minutes is usually good; anything past 5 is going to be very strong. I take mine with milk, but it's certainly fine without it.<br /><br />I started having a hard time finding this tea several years back, when Whole Foods pulled it from its shelves. It turns out the blackcurrant flavor is partly artificial, so it doesn't meet Whole Foods standards. Since then, I looked all over Austin, Texas for another supplier. Never found one, but getting it 6 boxes at a time works pretty well.",5
B003UEKFS0,"Still delicious after all these years and the recent tweaking of the formula and name.  Even though I think there's a tad less fruitiness about it, it remains my go-to hot drink in the mornings and in the evenings.  And if you have a sweet tooth like me, go hogwild and add a dash (or a glug) of French vanilla creamer, and you have a warm black raspberry milkshake kind of deal.  All the Twinings teas are worth the search and the price.",5
B003UEKFS0,"This is my favorite afternoon tea.  I sweeten and lighten it, but in the summer, it is great iced and plain.",5
B003UEKFS0,"My entire family goes crazy over this tea. It's the first Twinings tea I tried and while I order other Twinings tea flavors I always include a few boxes of Blackcurrant Breeze with every order. I personally like it hot with no sugar (it's already sweet) but my wife and daughter have a sweet tooth and do add sugar. Every single time they take the first drink they do this squinty-faced happy dance while giggling. In all seriousness, every time. I might be forced to admit to an occasional grin of satisfaction myself when I drink this concoction.<br /><br />It also makes an incredible iced tea...hopefully that doesn't get any English knickers in a bunch.",5
B003UEKFS0,This is my favorite black tea. And it is not available in most of the grocery stores by me. So it is noce to beable to get it in bulk through amazon.,5
B003UEKFS0,"This tea is delicious.  It's slightly fruity and has a wonderful aroma.  A great tea for relaxation.  It slightly reminds me of the ""Mighty Leaf- African Nectar"" tea.",5
B003UEKFS0,I have been drinking this tea for 20 years!!!  Can't live without it - add a little cream and it's a real treat -,5
B003UEKFS0,"I, too, had a lot of difficulty finding this tea and was glad to see it on Amazon.  I was introduced to this tea in the 1980's by a friend who recommended adding a little maple syrup to it.  That got me started, but I no longer add syrup. The balance and blend of this tea is just too perfect to distort.  For my taste it is superior to any of the flavored or plain black teas I have tried.",5
B003UEKFS0,"How pleased I was to find Twinings Black Currant tea in the Amazon listings.  I've looked<br />before, and it was evidently discontinued for a while.  It hasn't been available on my local market<br />shelves in about 10 years.  Now if we could just get Delaware Punch back in California again.  Too bad I<br />really can't afford that hefty weight shipping price on canned beverages. (sigh)<br /><br />Very compatible if you sweeten your tea or add lemon, I've been using honey in tea and coffee for<br />years in  defiance of  allergies.  Less mess and easy access is also a pinch of powdered <a href=""http://www.amazon.com/gp/product/B0014UCJ8Q"">Citric Acid 100% Pure 4 Ounces</a>",5
B003UEKFS0,"This tea is amazing, ever since I had this tea at one of the Walt Disney World resorts I have become a fan and finally I found it for a decent price on Amazon.<br />The price is just right and subscribe and save discount is awesome.",5
B003UEKFS0,"This Twinings Tea Blackcurrant offer is just great (from Amazon), the 20-Count Boxes (Pack of 6) is an offer we cannot let it pass by, product is excellent, I got this idea from a family member who showed me an empty back, and ask me to get more, so I ordered for me too.<br />Great product for a very low price. Thanks.",5
B003UEKFS0,"It was great to find it someplace I could buy a nice quantity (the stores around here run out quickly), at a great price!",5
B0005XO2ME,The above delightful reviews are sadly recalling a different product. The Lea & Perrins that is sold in the US now uses high fructose corn syrup instead of sugar (which is what is still in the UK version.) This may not matter to some but it definitely detracts from the authentic clean spicy taste by making it more sickly sweet which the original is not. It really becomes apparent in Bloody Mary's and also in scrambled eggs or toasted cheese (Welsh Rarebit.) Bring a bottle back from the UK and compare the difference. A pity because it must mean only a cent or so difference in the manufacturing cost.,1
B0005XO2ME,"They've reformulated their product and the high-fructose corn syrup was replaced with real sugar.  I compared several bottles at the store and this one had the most natural ingredients.  I'm no Worcestershire sauce expert, but it tastes great to me!",5
B0005XO2ME,"Frankly, this isn't worth the bottle it's put in. Heinz have really screwed the pooch on a wonderful, traditional product. Not only were the sugars replaced by HFCS, but the wonderful malt vinegar has been substituted with a more generic (read: cheaper) distilled vinegar. These two things alone result in a product that not only lacks the subtlety and spice of the original, but one that leaves a nasty, cloying aftertaste. I'n not even going to get into the potential health risks of HFCS--if the stuff tasted good, I probably wouldn't care, considering the small amount used. But, it does NOT taste good, and as a life-long Lea & Perrins devotee, I feel completely ripped off by Heinz's cost-cutting measures. Maybe some people can't tell the difference, but I'm betting a lot more can.<br /><br />My question to Heinz would be, why the hell buy a company, just to completely ruin up its flagship product? Or, is it that they didn't want competition for their third-rate ""Worcestershire sauce?"" Now that I think about it, the new L&P tastes a lot like the rubbish in the Heinz bottle. Maybe one and the same? Gak.<br /><br />Fortunately, as others have mentioned, you can still get something that more closely resembles the real thing from both Europe and Canada. Do your homework. It's worth the couple extra pence to get the real thing.",1
B0005XO2ME,"The american and european (UK, Canada, etc) market products are very different. Heinz messed things up for us americans by replacing genuine sugar and molasses with ""high fructose corn syrup"" which leaves aslippery gumminess on the tongue and a basically slimy aftertaste. The ""other"" (UK, Canada)sauce is clean, sharp with distinct flavor layers and a beautiful, long-lasting aftertaste. Sorry. I order my product from Canada for the same cost, and hope Amazon soon offers the ""foreign"" product.",1
B0005XO2ME,HFCS - High Fructose Corn Syrup - is processed differently by your body than sugar and is considerably worse. Do not trust the propaganda of the subsidized Big Ag in America for your truthful info on food.<br /><br />You can get an organic version from Annie's.,1
B0005XO2ME,"I've always avoided the Lea&Perrins brand due to using hfcs but today I was in the store and I was happy to find Lea&Perrins ""all natural"" it uses sugar instead. Seek it out if you want the true original.",2
